,Month,Date,PlaceName,HomeName,AwayName,HomeScore,AwayScore,IsHomeWin
53,5,200517,문학,SKW,NCD,5,11,0
54,5,200517,수원,KTW,SSL,9,2,2
55,5,200517,광주,KIA,DSB,4,6,0
56,5,200517,대전,HHE,LTG,5,4,2
57,5,200519,잠실,DSB,NCD,4,5,0
58,5,200519,대구,SSL,LGT,6,10,0
59,5,200519,수원,KTW,HHE,13,11,2
60,5,200519,광주,KIA,LTG,9,2,2
61,5,200519,고척,KWH,SKW,11,6,2
62,5,200520,잠실,DSB,NCD,2,1,2
63,5,200520,대구,SSL,LGT,3,1,2
64,5,200520,수원,KTW,HHE,8,1,2
65,5,200520,광주,KIA,LTG,6,0,2
66,5,200520,고척,KWH,SKW,3,5,0
67,5,200521,잠실,DSB,NCD,6,12,0
68,5,200521,대구,SSL,LGT,0,2,0
69,5,200521,수원,KTW,HHE,4,9,0
70,5,200521,광주,KIA,LTG,6,1,2
71,5,200521,고척,KWH,SKW,9,8,2
72,5,200522,잠실,LGT,KTW,6,5,2
73,5,200522,문학,SKW,KIA,1,2,0
74,5,200522,사직,LTG,KWH,9,7,2
75,5,200522,대구,SSL,DSB,7,12,0
76,5,200522,창원,NCD,HHE,3,5,0
77,5,200523,잠실,LGT,KTW,2,6,0
78,5,200523,문학,SKW,KIA,3,8,0
79,5,200523,사직,LTG,KWH,4,12,0
80,5,200523,대구,SSL,DSB,6,10,0
81,5,200523,창원,NCD,HHE,3,0,2
82,5,200524,잠실,LGT,KTW,9,7,2
83,5,200524,문학,SKW,KIA,4,3,2
84,5,200524,사직,LTG,KWH,2,0,2
85,5,200524,대구,SSL,DSB,13,0,2
86,5,200524,창원,NCD,HHE,10,5,2
87,5,200526,잠실,DSB,SKW,6,4,2
88,5,200526,사직,LTG,SSL,1,0,2
89,5,200526,창원,NCD,KWH,7,2,2
90,5,200526,수원,KTW,KIA,1,4,0
91,5,200526,대전,HHE,LGT,0,3,0
92,5,200527,잠실,DSB,SKW,4,2,2
93,5,200527,사직,LTG,SSL,1,11,0
94,5,200527,창원,NCD,KWH,10,3,2
95,5,200527,수원,KTW,KIA,5,0,2
96,5,200527,대전,HHE,LGT,4,15,0
97,5,200528,잠실,DSB,SKW,1,6,0
98,5,200528,사직,LTG,SSL,1,3,0
99,5,200528,창원,NCD,KWH,9,6,2
100,5,200528,수원,KTW,KIA,6,5,2
101,5,200528,대전,HHE,LGT,0,3,0
102,5,200529,잠실,DSB,LTG,4,2,2
103,5,200529,문학,SKW,HHE,8,6,2
104,5,200529,대구,SSL,NCD,5,4,2
105,5,200529,광주,KIA,LGT,2,6,0
106,5,200529,고척,KWH,KTW,5,1,2
107,5,200530,광주,KIA,LGT,10,6,2
108,5,200530,잠실,DSB,LTG,5,4,2
109,5,200530,문학,SKW,HHE,9,3,2
110,5,200530,대구,SSL,NCD,9,1,2
111,5,200530,고척,KWH,KTW,14,3,2
112,5,200531,잠실,DSB,LTG,3,8,0
113,5,200531,문학,SKW,HHE,6,4,2
114,5,200531,대구,SSL,NCD,7,18,0
115,5,200531,광주,KIA,LGT,5,13,0
116,5,200531,고척,KWH,KTW,8,12,0
117,6,200602,잠실,LGT,SSL,0,2,0
118,6,200602,창원,NCD,SKW,2,8,0
119,6,200602,수원,KTW,DSB,8,11,0
120,6,200602,광주,KIA,LTG,7,2,2
121,6,200602,대전,HHE,KWH,3,15,0
122,6,200603,잠실,LGT,SSL,6,12,0
123,6,200603,창원,NCD,SKW,8,6,2
124,6,200603,수원,KTW,DSB,7,2,2
125,6,200603,광주,KIA,LTG,11,2,2
126,6,200603,대전,HHE,KWH,2,6,0
127,6,200604,잠실,LGT,SSL,11,0,2
128,6,200604,창원,NCD,SKW,10,0,2
129,6,200604,수원,KTW,DSB,8,14,0
130,6,200604,광주,KIA,LTG,7,3,2
131,6,200604,대전,HHE,KWH,3,7,0
132,6,200605,잠실,DSB,KIA,5,1,2
133,6,200605,문학,SKW,SSL,4,1,2
134,6,200605,사직,LTG,KTW,6,4,2
135,6,200605,고척,KWH,LGT,6,3,2
136,6,200605,대전,HHE,NCD,2,13,0
137,6,200606,잠실,DSB,KIA,4,3,2
138,6,200606,대전,HHE,NCD,2,14,0
139,6,200606,문학,SKW,SSL,6,4,2
140,6,200606,사직,LTG,KTW,1,0,2
141,6,200606,고척,KWH,LGT,5,4,2
142,6,200607,잠실,DSB,KIA,3,2,2
143,6,200607,문학,SKW,SSL,0,3,0
144,6,200607,사직,LTG,KTW,5,2,2
145,6,200607,고척,KWH,LGT,1,8,0
146,6,200607,대전,HHE,NCD,2,8,0
147,6,200609,잠실,LGT,SKW,3,5,0
148,6,200609,사직,LTG,HHE,9,3,2
149,6,200609,대구,SSL,KWH,3,5,0
150,6,200609,창원,NCD,DSB,12,8,2
151,6,200609,수원,KTW,KIA,2,3,0
152,6,200610,사직,LTG,HHE,12,2,2
153,6,200610,대구,SSL,KWH,4,1,2
154,6,200610,창원,NCD,DSB,1,9,0
155,6,200610,수원,KTW,KIA,0,10,0
156,6,200611,잠실,LGT,SKW,3,1,2
157,6,200611,잠실,LGT,SKW,4,3,2
158,6,200611,사직,LTG,HHE,5,0,2
159,6,200611,대구,SSL,KWH,6,3,2
160,6,200611,창원,NCD,DSB,7,5,2
161,6,200611,수원,KTW,KIA,13,8,2
162,6,200612,잠실,LGT,LTG,3,2,2
163,6,200612,문학,SKW,KIA,3,6,0
164,6,200612,창원,NCD,KWH,2,3,0
165,6,200612,대전,HHE,DSB,2,5,0
166,6,200613,대구,SSL,KTW,5,3,2
167,6,200613,잠실,LGT,LTG,6,7,0
168,6,200613,문학,SKW,KIA,1,2,0
169,6,200613,창원,NCD,KWH,5,18,0
170,6,200613,대전,HHE,DSB,7,6,2
171,6,200613,대구,SSL,KTW,4,7,0
172,6,200614,잠실,LGT,LTG,10,6,2
173,6,200614,문학,SKW,KIA,4,3,2
174,6,200614,대구,SSL,KTW,12,0,2
175,6,200614,창원,NCD,KWH,9,5,2
176,6,200614,대전,HHE,DSB,3,2,2
177,6,200616,잠실,DSB,SSL,3,4,0
178,6,200616,문학,SKW,KTW,5,6,0
179,6,200616,광주,KIA,NCD,7,4,2
180,6,200616,고척,KWH,LTG,5,7,0
181,6,200616,대전,HHE,LGT,5,9,0
182,6,200617,잠실,DSB,SSL,3,6,0
183,6,200617,문학,SKW,KTW,4,6,0
184,6,200617,광주,KIA,NCD,7,6,2
185,6,200617,고척,KWH,LTG,4,3,2
186,6,200617,대전,HHE,LGT,1,7,0
187,6,200618,잠실,DSB,SSL,7,3,2
188,6,200618,문학,SKW,KTW,3,5,0
189,6,200618,고척,KWH,LTG,3,2,2
190,6,200618,대전,HHE,LGT,7,9,0
191,6,200619,잠실,LGT,DSB,10,18,0
192,6,200619,창원,NCD,HHE,3,1,2
193,6,200619,수원,KTW,LTG,9,8,2
194,6,200619,광주,KIA,SSL,5,4,2
195,6,200619,고척,KWH,SKW,2,1,2
196,6,200620,잠실,LGT,DSB,2,8,0
197,6,200620,창원,NCD,HHE,3,4,0
198,6,200620,수원,KTW,LTG,0,8,0
199,6,200620,광주,KIA,SSL,6,3,2
200,6,200620,고척,KWH,SKW,9,3,2
201,6,200621,잠실,LGT,DSB,1,3,0
202,6,200621,창원,NCD,HHE,9,7,2
203,6,200621,수원,KTW,LTG,3,2,2
204,6,200621,광주,KIA,SSL,5,12,0
205,6,200621,고척,KWH,SKW,7,2,2
206,6,200623,잠실,LGT,KWH,3,8,0
207,6,200623,문학,SKW,DSB,2,9,0
208,6,200623,사직,LTG,KIA,4,3,2
209,6,200623,대구,SSL,HHE,11,4,2
210,6,200623,수원,KTW,NCD,3,4,0
211,6,200624,대구,SSL,HHE,3,2,2
212,6,200625,잠실,LGT,KWH,2,5,0
213,6,200625,문학,SKW,DSB,6,14,0
214,6,200625,수원,KTW,NCD,1,3,0
215,6,200625,잠실,LGT,KWH,5,8,0
216,6,200625,문학,SKW,DSB,7,0,2
217,6,200625,수원,KTW,NCD,19,6,2
218,6,200625,대구,SSL,HHE,2,9,0
219,6,200626,잠실,DSB,NCD,3,9,0
220,6,200626,문학,SKW,LGT,7,0,2
221,6,200626,사직,LTG,SSL,4,6,0
222,6,200626,고척,KWH,KIA,6,8,0
223,6,200626,대전,HHE,KTW,7,4,2
224,6,200627,잠실,DSB,NCD,12,3,2
225,6,200627,문학,SKW,LGT,0,3,0
226,6,200627,사직,LTG,SSL,1,6,0
227,6,200627,고척,KWH,KIA,2,0,2
228,6,200627,대전,HHE,KTW,2,7,0
229,6,200628,잠실,DSB,NCD,0,5,0
230,6,200628,문학,SKW,LGT,0,4,0
231,6,200628,사직,LTG,SSL,7,3,2
232,6,200628,고척,KWH,KIA,1,0,2
233,6,200628,대전,HHE,KTW,4,8,0
234,6,200630,잠실,LGT,KTW,4,3,2
235,6,200630,대구,SSL,SKW,4,1,2
236,6,200630,창원,NCD,LTG,8,10,0
237,6,200630,고척,KWH,DSB,11,2,2
238,7,200701,잠실,LGT,KTW,5,11,0
239,7,200701,대구,SSL,SKW,7,1,2
240,7,200701,창원,NCD,LTG,6,2,2
241,7,200701,광주,KIA,HHE,4,3,2
242,7,200701,고척,KWH,DSB,5,14,0
243,7,200702,잠실,LGT,KTW,3,4,0
244,7,200702,대구,SSL,SKW,6,2,2
245,7,200702,창원,NCD,LTG,9,7,2
246,7,200702,광주,KIA,HHE,7,1,2
247,7,200702,고척,KWH,DSB,10,7,2
248,7,200703,잠실,DSB,HHE,2,1,2
249,7,200703,사직,LTG,SKW,4,7,0
250,7,200703,대구,SSL,LGT,9,7,2
251,7,200703,창원,NCD,KIA,2,8,0
252,7,200703,수원,KTW,KWH,3,2,2
253,7,200704,잠실,DSB,HHE,2,6,0
254,7,200704,사직,LTG,SKW,10,4,2
255,7,200704,대구,SSL,LGT,7,6,2
256,7,200704,창원,NCD,KIA,9,2,2
257,7,200704,수원,KTW,KWH,6,10,0
258,7,200705,잠실,DSB,HHE,7,4,2
259,7,200705,사직,LTG,SKW,3,6,0
260,7,200705,대구,SSL,LGT,3,7,0
261,7,200705,창원,NCD,KIA,7,6,2
262,7,200705,수원,KTW,KWH,10,5,2
263,7,200707,잠실,DSB,LGT,9,6,2
264,7,200707,문학,SKW,NCD,4,5,0
265,7,200707,광주,KIA,KTW,2,8,0
266,7,200707,고척,KWH,SSL,2,13,0
267,7,200707,대전,HHE,LTG,7,6,2
268,7,200708,잠실,DSB,LGT,5,8,0
269,7,200708,문학,SKW,NCD,3,2,2
270,7,200708,광주,KIA,KTW,4,7,0
271,7,200708,고척,KWH,SSL,7,6,2
272,7,200708,대전,HHE,LTG,2,6,0
273,7,200709,잠실,DSB,LGT,6,0,2
274,7,200709,문학,SKW,NCD,2,8,0
275,7,200709,광주,KIA,KTW,10,4,2
276,7,200709,고척,KWH,SSL,4,2,2
277,7,200709,대전,HHE,LTG,3,5,0
278,7,200710,잠실,LGT,NCD,2,12,0
279,7,200710,사직,LTG,DSB,5,10,0
280,7,200710,수원,KTW,SSL,8,3,2
281,7,200710,광주,KIA,KWH,9,8,2
282,7,200710,대전,HHE,SKW,6,5,2
283,7,200711,잠실,LGT,NCD,6,6,1
284,7,200711,사직,LTG,DSB,5,4,2
285,7,200711,수원,KTW,SSL,10,7,2
286,7,200711,광주,KIA,KWH,8,3,2
287,7,200711,대전,HHE,SKW,3,5,0
288,7,200713,광주,KIA,KWH,13,3,2
289,7,200713,대전,HHE,SKW,4,2,2
290,7,200714,잠실,DSB,SKW,7,12,0
291,7,200714,사직,LTG,LGT,5,0,2
292,7,200714,대구,SSL,KIA,5,0,2
293,7,200714,수원,KTW,HHE,7,2,2
294,7,200714,고척,KWH,NCD,5,1,2
295,7,200715,잠실,DSB,SKW,7,2,2
296,7,200715,사직,LTG,LGT,3,9,0
297,7,200715,대구,SSL,KIA,2,5,0
298,7,200715,수원,KTW,HHE,3,7,0
299,7,200715,고척,KWH,NCD,7,4,2
300,7,200716,잠실,DSB,SKW,4,2,2
301,7,200716,사직,LTG,LGT,15,10,2
302,7,200716,대구,SSL,KIA,8,7,2
303,7,200716,수원,KTW,HHE,4,1,2
304,7,200716,고척,KWH,NCD,1,9,0
305,7,200717,잠실,LGT,HHE,8,0,2
306,7,200717,문학,SKW,KWH,12,9,2
307,7,200717,대구,SSL,LTG,15,10,2
308,7,200717,창원,NCD,KTW,3,3,1
309,7,200717,광주,KIA,DSB,4,2,2
310,7,200718,잠실,LGT,HHE,3,1,2
311,7,200718,문학,SKW,KWH,1,4,0
312,7,200718,대구,SSL,LTG,5,2,2
313,7,200718,창원,NCD,KTW,6,1,2
314,7,200718,광주,KIA,DSB,0,6,0
315,7,200719,잠실,LGT,HHE,6,2,2
316,7,200719,문학,SKW,KWH,4,3,2
317,7,200719,대구,SSL,LTG,1,2,0
318,7,200719,창원,NCD,KTW,8,2,2
319,7,200719,광주,KIA,DSB,4,8,0
320,7,200721,잠실,DSB,KWH,6,1,2
321,7,200721,문학,SKW,LTG,8,7,2
322,7,200721,창원,NCD,SSL,6,5,2
323,7,200721,수원,KTW,LGT,10,9,2
324,7,200721,대전,HHE,KIA,2,10,0
325,7,200722,대전,HHE,KIA,1,2,0
326,7,200724,잠실,DSB,LGT,1,8,0
327,7,200724,수원,KTW,NCD,2,3,0
328,7,200724,고척,KWH,LTG,2,4,0
329,7,200724,대전,HHE,SKW,4,7,0
330,7,200725,잠실,DSB,LGT,7,3,2
331,7,200725,수원,KTW,NCD,6,2,2
332,7,200725,광주,KIA,SSL,8,2,2
333,7,200725,고척,KWH,LTG,3,6,0
334,7,200726,잠실,DSB,LGT,3,4,0
335,7,200726,수원,KTW,NCD,5,4,2
336,7,200726,광주,KIA,SSL,8,5,2
337,7,200726,고척,KWH,LTG,8,1,2
338,7,200726,대전,HHE,SKW,4,7,0
339,7,200727,대전,HHE,SKW,5,5,1
340,7,200728,잠실,DSB,KWH,2,6,0
341,7,200728,문학,SKW,LGT,7,24,0
342,7,200728,사직,LTG,NCD,11,9,2
343,7,200729,문학,SKW,LGT,6,11,0
344,7,200729,대구,SSL,HHE,7,12,0
345,7,200730,잠실,DSB,KWH,5,8,0
346,7,200730,문학,SKW,LGT,1,9,0
347,7,200730,대구,SSL,HHE,2,1,2
348,7,200730,광주,KIA,KTW,1,4,0
349,7,200731,잠실,LGT,HHE,1,2,0
350,7,200731,사직,LTG,KIA,2,3,0
351,7,200731,대구,SSL,KWH,3,10,0
352,7,200731,창원,NCD,DSB,10,7,2
353,7,200731,수원,KTW,SKW,11,1,2
354,8,200801,잠실,LGT,HHE,9,6,2
355,8,200801,사직,LTG,KIA,7,3,2
356,8,200801,대구,SSL,KWH,7,22,0
357,8,200801,창원,NCD,DSB,10,12,0
358,8,200801,수원,KTW,SKW,11,0,2
359,8,200802,사직,LTG,KIA,8,0,2
360,8,200802,대구,SSL,KWH,2,4,0
361,8,200802,창원,NCD,DSB,4,7,0
362,8,200804,잠실,DSB,SSL,3,6,0
363,8,200804,문학,SKW,LTG,0,8,0
364,8,200804,광주,KIA,LGT,5,15,0
365,8,200804,고척,KWH,KTW,2,4,0
366,8,200805,잠실,DSB,SSL,2,2,1
367,8,200805,광주,KIA,LGT,4,6,0
368,8,200805,고척,KWH,KTW,12,3,2
369,8,200805,대전,HHE,NCD,8,5,2
370,8,200806,잠실,DSB,SSL,5,2,2
371,8,200806,문학,SKW,LTG,2,8,0
372,8,200806,광주,KIA,LGT,13,1,2
373,8,200806,고척,KWH,KTW,3,2,2
374,8,200806,대전,HHE,NCD,1,4,0
375,8,200807,잠실,DSB,LTG,4,8,0
376,8,200807,문학,SKW,SSL,0,2,0
377,8,200807,고척,KWH,LGT,2,5,0
378,8,200808,잠실,DSB,LTG,1,1,1
379,8,200808,문학,SKW,SSL,4,2,2
380,8,200808,광주,KIA,NCD,3,2,2
381,8,200808,고척,KWH,LGT,5,1,2
382,8,200809,광주,KIA,NCD,1,8,0
383,8,200809,고척,KWH,LGT,2,1,2
384,8,200809,대전,HHE,KTW,3,6,0
385,8,200811,잠실,LGT,KIA,4,8,0
386,8,200811,대구,SSL,DSB,1,6,0
387,8,200811,수원,KTW,SKW,6,1,2
388,8,200811,고척,KWH,HHE,5,7,0
389,8,200812,잠실,LGT,KIA,8,0,2
390,8,200812,사직,LTG,NCD,8,4,2
391,8,200812,대구,SSL,DSB,8,15,0
392,8,200812,수원,KTW,SKW,2,11,0
393,8,200812,고척,KWH,HHE,3,2,2
394,8,200813,잠실,LGT,KIA,4,2,2
395,8,200813,사직,LTG,NCD,2,9,0
396,8,200813,대구,SSL,DSB,3,2,2
397,8,200813,수원,KTW,SKW,6,10,0
398,8,200813,고척,KWH,HHE,6,3,2
399,8,200814,잠실,DSB,KTW,3,5,0
400,8,200814,사직,LTG,KWH,5,1,2
401,8,200814,창원,NCD,LGT,4,10,0
402,8,200814,광주,KIA,SKW,7,6,2
403,8,200814,대전,HHE,SSL,1,10,0
404,8,200815,잠실,DSB,KTW,7,5,2
405,8,200815,사직,LTG,KWH,1,3,0
406,8,200815,창원,NCD,LGT,4,13,0
407,8,200815,광주,KIA,SKW,10,3,2
408,8,200815,대전,HHE,SSL,0,2,0
409,8,200816,잠실,DSB,KTW,1,4,0
410,8,200816,사직,LTG,KWH,3,6,0
411,8,200816,창원,NCD,LGT,5,6,0
412,8,200816,광주,KIA,SKW,8,5,2
413,8,200816,대전,HHE,SSL,3,2,2
414,8,200818,잠실,LGT,KIA,6,5,2
415,8,200818,문학,SKW,HHE,9,3,2
416,8,200818,사직,LTG,DSB,2,9,0
417,8,200818,대구,SSL,KTW,3,6,0
418,8,200818,창원,NCD,KWH,5,1,2
419,8,200819,잠실,LGT,KIA,10,1,2
420,8,200819,문학,SKW,HHE,26,6,2
421,8,200819,사직,LTG,DSB,7,3,2
422,8,200819,대구,SSL,KTW,4,6,0
423,8,200819,창원,NCD,KWH,4,6,0
424,8,200820,잠실,DSB,LTG,5,6,0
425,8,200820,문학,SKW,SSL,3,8,0
426,8,200820,광주,KIA,NCD,2,14,0
427,8,200820,고척,KWH,LGT,6,5,2
428,8,200820,대전,HHE,KTW,0,3,0
429,8,200821,잠실,DSB,LTG,1,0,2
430,8,200821,문학,SKW,SSL,8,6,2
431,8,200821,광주,KIA,NCD,4,10,0
432,8,200821,고척,KWH,LGT,3,7,0
433,8,200821,대전,HHE,KTW,5,1,2
434,8,200822,문학,SKW,DSB,1,8,0
435,8,200822,대구,SSL,LTG,3,5,0
436,8,200822,고척,KWH,KIA,4,3,2
437,8,200823,잠실,LGT,HHE,3,4,0
438,8,200823,문학,SKW,DSB,1,8,0
439,8,200823,대구,SSL,LTG,0,11,0
440,8,200823,수원,KTW,NCD,10,1,2
441,8,200823,고척,KWH,KIA,7,8,0
442,8,200824,잠실,LGT,HHE,3,6,0
443,8,200824,수원,KTW,NCD,8,1,2
444,8,200825,잠실,DSB,KIA,10,8,2
445,8,200825,사직,LTG,SKW,8,10,0
446,8,200825,대구,SSL,LGT,4,3,2
447,8,200825,창원,NCD,HHE,11,3,2
448,8,200825,수원,KTW,KWH,1,4,0
449,8,200826,잠실,DSB,KIA,5,7,0
450,8,200826,사직,LTG,SKW,3,1,2
451,8,200826,대구,SSL,LGT,5,8,0
452,8,200826,창원,NCD,HHE,9,5,2
453,8,200826,수원,KTW,KWH,6,5,2
454,8,200827,잠실,LGT,KTW,2,0,2
455,8,200827,문학,SKW,KIA,10,4,2
456,8,200827,사직,LTG,KWH,6,11,0
457,8,200827,창원,NCD,DSB,8,2,2
458,8,200827,대전,HHE,SSL,7,0,2
459,8,200828,잠실,LGT,KTW,6,5,2
460,8,200828,문학,SKW,KIA,8,11,0
461,8,200828,사직,LTG,KWH,4,8,0
462,8,200828,창원,NCD,DSB,4,11,0
463,8,200829,잠실,LGT,DSB,5,5,1
464,8,200829,사직,LTG,HHE,9,7,2
465,8,200829,창원,NCD,SKW,9,5,2
466,8,200829,고척,KWH,SSL,4,5,0
467,8,200830,광주,KIA,KTW,5,8,0
468,8,200830,잠실,LGT,DSB,4,1,2
469,8,200830,사직,LTG,HHE,6,2,2
470,8,200830,창원,NCD,SKW,7,4,2
471,8,200830,고척,KWH,SSL,3,2,2
472,8,200830,광주,KIA,KTW,7,5,2
473,9,200901,잠실,DSB,HHE,4,0,2
474,9,200901,문학,SKW,LGT,5,13,0
475,9,200901,수원,KTW,LTG,11,2,2
476,9,200901,광주,KIA,SSL,6,0,2
477,9,200901,고척,KWH,NCD,2,5,0
